game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,venue,venue_link
2012030221,20122013,Postseason,5/16/13,3,6,2,3,Toyota Stadium,/api/v1/venues/null
2012030222,20122013,Postseason,5/19/13,3,6,2,3,Toyota Stadium,/api/v1/venues/null
2012030223,20122013,Postseason,5/21/13,6,3,2,1,BBVA Stadium,/api/v1/venues/null
2012030224,20122013,Postseason,5/23/13,6,3,3,2,BBVA Stadium,/api/v1/venues/null
2012030225,20122013,Postseason,5/25/13,3,6,1,3,Toyota Stadium,/api/v1/venues/null
2012030311,20122013,Postseason,6/2/13,6,5,3,0,Children's Mercy Park,/api/v1/venues/null
2012030312,20122013,Postseason,6/4/13,6,5,4,1,Children's Mercy Park,/api/v1/venues/null
2012030313,20122013,Postseason,6/6/13,5,6,1,2,Toyota Stadium,/api/v1/venues/null
2017020621,20172018,Regular Season,1/5/18,54,19,1,2,Talen Energy Stadium,/api/v1/venues/null
2016021174,20162017,Regular Season,4/3/17,24,20,2,3,BMO Field,/api/v1/venues/null
2016021218,20162017,Regular Season,4/9/17,22,23,3,2,Saputo Stadium,/api/v1/venues/null
2016020499,20162017,Regular Season,12/23/16,24,9,1,2,Yankee Stadium,/api/v1/venues/null
2017020600,20172018,Regular Season,1/1/18,52,22,3,0,Maryland SoccerPlex,/api/v1/venues/null
2016020056,20162017,Regular Season,10/20/16,15,13,2,2,BBVA Stadium,/api/v1/venues/null
2017020296,20172018,Regular Season,11/18/17,13,26,0,2,Nippert Stadium,/api/v1/venues/null
2013020504,20132014,Regular Season,12/16/13,22,24,2,3,Rio Tinto Stadium,/api/v1/venues/null
2013020746,20132014,Regular Season,1/22/14,13,7,2,3,Rio Tinto Stadium,/api/v1/venues/null
2013021033,20132014,Regular Season,3/18/14,16,4,2,3,SeatGeek Stadium,/api/v1/venues/null
2013020696,20132014,Regular Season,1/15/14,10,6,2,3,Toyota Stadium,/api/v1/venues/null
2015020836,20152016,Regular Season,2/14/16,26,1,0,1,Mercedes-Benz Stadium,/api/v1/venues/null
2015020651,20152016,Regular Season,1/15/16,1,21,0,3,BC Place,/api/v1/venues/null
2017020339,20172018,Regular Season,11/25/17,22,7,1,3,Rio Tinto Stadium,/api/v1/venues/null
2017020003,20172018,Regular Season,10/5/17,20,22,0,3,Maryland SoccerPlex,/api/v1/venues/null
2016020524,20162017,Regular Season,12/28/16,20,21,4,3,BC Place,/api/v1/venues/null
2015020788,20152016,Regular Season,2/7/16,12,8,1,1,Red Bull Arena,/api/v1/venues/null
2017021211,20172018,Regular Season,3/31/18,8,5,2,3,Children's Mercy Park,/api/v1/venues/null
2016020155,20162017,Regular Season,11/4/16,18,53,2,2,Mapfre Stadium,/api/v1/venues/null
2016020322,20162017,Regular Season,11/27/16,14,6,1,2,Toyota Stadium,/api/v1/venues/null
2015020985,20152016,Regular Season,3/7/16,19,30,2,2,Exploria Stadium,/api/v1/venues/null
2015020006,20152016,Regular Season,10/8/15,9,7,3,1,Rio Tinto Stadium,/api/v1/venues/null
2015020150,20152016,Regular Season,10/30/15,6,13,3,1,BBVA Stadium,/api/v1/venues/null
2017020544,20172018,Regular Season,12/23/17,52,2,2,3,Centruy Link Field,/api/v1/venues/null
2017020764,20172018,Regular Season,1/31/18,28,5,2,3,Children's Mercy Park,/api/v1/venues/null
2017020324,20172018,Regular Season,11/23/17,23,5,3,2,Children's Mercy Park,/api/v1/venues/null
2016021006,20162017,Regular Season,3/12/17,9,21,2,2,BC Place,/api/v1/venues/null
