game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,venue,venue_link
2014020512,20142015,Regular Season,12/24/14,10,25,2,0,SeatGeek Stadium,/api/v1/venues/null
2014021127,20142015,Regular Season,3/29/15,25,23,2,3,Saputo Stadium,/api/v1/venues/null
2014020148,20142015,Regular Season,10/31/14,10,29,2,1,Exploria Stadium,/api/v1/venues/null
2014020268,20142015,Regular Season,11/19/14,28,7,1,2,Rio Tinto Stadium,/api/v1/venues/null
2014020487,20142015,Regular Season,12/21/14,16,29,2,2,Exploria Stadium,/api/v1/venues/null
2014020481,20142015,Regular Season,12/21/14,4,10,5,2,WakeMed Soccer Park,/api/v1/venues/null
2014020492,20142015,Regular Season,12/21/14,25,22,3,3,Maryland SoccerPlex,/api/v1/venues/null
2014020927,20142015,Regular Season,2/28/15,53,6,1,2,Toyota Stadium,/api/v1/venues/null
2014021085,20142015,Regular Season,3/23/15,30,10,2,1,WakeMed Soccer Park,/api/v1/venues/null
2014020550,20142015,Regular Season,1/1/15,1,17,1,3,Dignity Health Sports Park,/api/v1/venues/null
2013020446,20132014,Regular Season,12/7/13,4,25,1,3,SeatGeek Stadium,/api/v1/venues/null
2013020521,20132014,Regular Season,12/19/13,9,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2013020192,20132014,Regular Season,11/1/13,29,5,2,2,Children's Mercy Park,/api/v1/venues/null
2013020763,20132014,Regular Season,1/24/14,5,2,4,2,Centruy Link Field,/api/v1/venues/null
2013020293,20132014,Regular Season,11/16/13,28,22,3,1,Maryland SoccerPlex,/api/v1/venues/null
2013020273,20132014,Regular Season,11/13/13,28,20,3,2,BMO Field,/api/v1/venues/null
2013020959,20132014,Regular Season,3/9/14,29,18,1,0,Allianz Field,/api/v1/venues/null
2013020038,20132014,Regular Season,10/8/13,27,2,1,4,Centruy Link Field,/api/v1/venues/null
2013020221,20132014,Regular Season,11/6/13,22,13,2,3,BBVA Stadium,/api/v1/venues/null
2013020579,20132014,Regular Season,12/29/13,17,13,2,3,BBVA Stadium,/api/v1/venues/null
2012020003,20122013,Regular Season,1/19/13,16,26,3,2,Nippert Stadium,/api/v1/venues/null
2012020364,20122013,Regular Season,3/10/13,20,26,2,4,Nippert Stadium,/api/v1/venues/null
2012020018,20122013,Regular Season,1/21/13,22,23,2,2,Saputo Stadium,/api/v1/venues/null
2012020439,20122013,Regular Season,3/20/13,30,17,2,2,Dignity Health Sports Park,/api/v1/venues/null
2012020681,20122013,Regular Season,4/23/13,8,1,2,3,Mercedes-Benz Stadium,/api/v1/venues/null
2012020204,20122013,Regular Season,2/16/13,29,26,1,2,Nippert Stadium,/api/v1/venues/null
2012020381,20122013,Regular Season,3/12/13,14,13,3,2,BBVA Stadium,/api/v1/venues/null
2012020141,20122013,Regular Season,2/8/13,8,7,2,2,Rio Tinto Stadium,/api/v1/venues/null
2012020212,20122013,Regular Season,2/17/13,5,7,2,3,Rio Tinto Stadium,/api/v1/venues/null
2012020590,20122013,Regular Season,4/10/13,26,25,1,3,SeatGeek Stadium,/api/v1/venues/null
