game_id,season,type,date_time,away_team_id,home_team_id,away_goals,home_goals,venue,venue_link
2013030143,20132014,Postseason,4/23/14,3,4,2,1,SeatGeek Stadium,/api/v1/venues/null
2013020904,20132014,Regular Season,3/1/14,3,4,2,2,SeatGeek Stadium,/api/v1/venues/null
2013020868,20132014,Regular Season,2/8/14,3,5,3,3,Children's Mercy Park,/api/v1/venues/null
2013030221,20132014,Postseason,5/2/14,3,5,3,2,Children's Mercy Park,/api/v1/venues/null
2013030141,20132014,Postseason,4/17/14,4,3,1,2,BBVA Stadium,/api/v1/venues/null
2013021090,20132014,Regular Season,3/27/14,4,3,1,3,BBVA Stadium,/api/v1/venues/null
2013020275,20132014,Regular Season,11/14/13,4,5,2,1,Children's Mercy Park,/api/v1/venues/null
2013030223,20132014,Postseason,5/5/14,5,3,2,0,BBVA Stadium,/api/v1/venues/null
2013020226,20132014,Regular Season,11/7/13,5,3,1,3,BBVA Stadium,/api/v1/venues/null
2013020099,20132014,Regular Season,10/17/13,5,4,2,1,SeatGeek Stadium,/api/v1/venues/null
2014020929,20142015,Regular Season,3/1/15,3,4,2,2,SeatGeek Stadium,/api/v1/venues/null
2014030133,20142015,Postseason,4/20/15,3,5,2,1,Children's Mercy Park,/api/v1/venues/null
2014020255,20142015,Regular Season,11/16/14,3,5,2,2,Children's Mercy Park,/api/v1/venues/null
2014020348,20142015,Regular Season,11/29/14,4,3,2,3,BBVA Stadium,/api/v1/venues/null
2014021150,20142015,Regular Season,4/2/15,4,5,2,1,Children's Mercy Park,/api/v1/venues/null
2014030131,20142015,Postseason,4/16/15,5,3,1,2,BBVA Stadium,/api/v1/venues/null
2014020406,20142015,Regular Season,12/9/14,5,3,3,2,BBVA Stadium,/api/v1/venues/null
2014021183,20142015,Regular Season,4/5/15,5,4,1,2,SeatGeek Stadium,/api/v1/venues/null
